,nazwa,miasto,firma,liczba_graczy,czas_gry,kategoria,poziom_trudnosci,liczba_ocen,miejsce_w_polsce,języki_rosyjski,bezpieczeństwo_tylko_niskie_napięcie_w_zasięgu_gracza,bezpieczeństwo_dezynfekowane_pokoje,podstawowe_klimatyzowany,podstawowe_możesz_kupić_tutaj_escape_tales,podstawowe_półmrok_w_pokoju,podstawowe_nie_dla_epileptyków,podstawowe_bardzo_wąskie_przejścia,bezpieczeństwo_dezynfekcja_lampami_uvc,podstawowe_gra_bez_aktora,bezpieczeństwo_ograniczony_kontakt_z_innymi_grupami,bezpieczeństwo_oświetlenie_awaryjne,podstawowe_przyjazny_zwierzętom,bezpieczeństwo_dostępny_żel_antybakteryjny,podstawowe_pokój_eliminacyjny_poland_escape,inne_prawdziwy_mistrz_gry,bezpieczeństwo_przycisk_bezpieczeństwa,języki_słowacki,języki_czeski,podstawowe_nie_dla_osób_z_chorobami_serca,podstawowe_nieodpowiednie_dla_osób_z_klaustrofobią,podstawowe_od_18_lat,bezpieczeństwo_drzwi_zawsze_otwarte,bezpieczeństwo_pełen_monitoring,bezpieczeństwo_pełen_kontakt_z_mistrzem_gry,bezpieczeństwo_klucz_bezpieczeństwa,bezpieczeństwo_system_awaryjnego_otwierania_drzwi,języki_angielski,podstawowe_przyjazny_niepełnosprawnym,podstawowe_możliwość_płatności_kartą,bezpieczeństwo_dostępne_rekawiczki,podstawowe_nie_dla_kobiet_w_ciąży,języki_polski,podstawowe_przyjazny_dzieciom,podstawowe_od_16_lat,srednia_ocena,ocena_obsluga,ocena_klimat,trudnosc_wg_graczy
411,Duchy Bastei,Stargard,Muzeum Archeologiczno-Historyczne Stargard,2-6 osób,60 minut,Thriller,początkujący,7 opinii,Polska: 411. miejsce,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,7.5,7.7,7.9,Trudny
412,Cela,Karpacz,Pokoje Tajemnic,2-5 osób,60 minut,Kryminalny,śr. zaawansowani,38 opinii,Polska: 412. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4,9.7,7.3,Łatwy
413,Szalony naukowiec,Żory,Open The Lock,2-5 osób,60 minut,Fabularny,śr. zaawansowani,12 opinii,Polska: 413. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,5.7,7,5.5,Średni
414,Kara Śmierci - Średniowieczny Loch,Wrocław,LetMeOut,2-5 osób,60 minut,Przygodowy,początkujący,38 opinii,Polska: 414. miejsce,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,3.2,6,2.6,Średni
415,Więzienie,Wrocław,Secret Room & Brain Code,2-5 osób,60 minut,Kryminalny,początkujący,203 opinie,Polska: 416. miejsce,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,6.2,9.3,8.3,Średni
416,Posterunek 13,Bielsko-Biała,HURRY UP,2-5 osób,60 minut,Kryminalny,początkujący,50 opinii,Polska: 415. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,6.7,8.2,7.6,Średni
417,Cosa nostra,Poznań,Time 4 Secrets,2-4 osoby,60 minut,Kryminalny,śr. zaawansowani,203 opinie,Polska: 418. miejsce,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,8.2,9.8,8.9,Trudny
418,Amazonia - Wyprawa w nieznane,Szczecin,Escape Room Szczecin,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,8 opinii,Polska: 417. miejsce,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,5.5,7.4,9.2,Średni
419,Muzeum Tortur,Rzeszów,WydostanSie Escape Rooms,2-6 osób,60 minut,Historyczny,początkujący,21 opinii,Polska: 419. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,6.5,9.7,7.1,Średni
420,Tajemnica Egipskich Bogów,Gorzów Wielkopolski,Open The Lock,2-5 osób,60 minut,Historyczny,początkujący,20 opinii,Polska: 420. miejsce,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,5.8,4.5,8.3,Trudny
421,Nawiedzony Schowek,Nowy Sącz,4Fun Escape Room Nowy Sącz,2-6 osób,60 minut,Horror,śr. zaawansowani,10 opinii,Polska: 421. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,4.9,7.6,5.8,Średni
422,Wyspa Skarbów,Giżycko,Pokoje zagadek,2-5 osób,60 minut,Przygodowy,początkujący,3 opinie,Polska: 422. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,9.0,10,9.2,Łatwy
423,Szpieg z PRL-u,Kraków,Zoltar Park Kraków,2-5 osób,45 minut,Kryminalny,śr. zaawansowani,5 opinii,Polska: 423. miejsce,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,7.6,10,8.7,Średni
424,Czarownice z Eylau,Iława,Open The Lock,2-5 osób,60 minut,Thriller,śr. zaawansowani,5 opinii,Polska: 424. miejsce,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,5.6,10,5.1,Trudny
425,Bunkier 2 : Biuro Komendanta,Rzeszów,WydostanSie Escape Rooms,2-5 osób,60 minut,Kryminalny,początkujący,9 opinii,Polska: 425. miejsce,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,7.1,9.3,7.9,Średni
426,Legenda Króla Artura,Kraków,Locked UP,2-5 osób,60 minut,Przygodowy,początkujący,6 opinii,Polska: 427. miejsce,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,7.6,8.5,9,Średni
427,Na Skraju Lasu,Gorzów Wielkopolski,Open The Lock,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,9 opinii,Polska: 426. miejsce,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,7.0,6.6,8.5,Średni
428,Opuszczona klinika,Kielce,Unlock the door,2-5 osób,50 minut,Thriller,początkujący,4 opinie,Polska: 428. miejsce,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,8.0,9.6,8,Łatwy
429,Skarb Templariuszy,Iława,Open The Lock,2-5 osób,60 minut,Przygodowy,początkujący,10 opinii,Polska: 429. miejsce,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,7.4,5.2,8,Łatwy
430,Szalone lata 80'te,Janów Lubelski,Zoom Natury,2-8 osób,60 minut,Fabularny,śr. zaawansowani,4 opinie,Polska: 430. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,8.5,9.8,9.9,Średni
431,Magia Zielonej Komnaty,Kraków,Locked UP,2-5 osób,60 minut,Przygodowy,doświadczony,8 opinii,Polska: 431. miejsce,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,6.1,8.2,6.6,Trudny
432,Magiczny Las,Łódź,Tkalnia Zagadek KIDS,2-7 osób,60 minut,Dla dzieci,początkujący,4 opinie,Polska: 432. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8.3,9.6,9.3,Łatwy
433,Atomowa Groza,Kraków,Zoltar Park Kraków,2-5 osób,70 minut,Historyczny,doświadczony,7 opinii,Polska: 433. miejsce,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,5.5,7.6,6.6,Trudny
434,Dexter,Kielce,Unlock the door,1-5 osób,50 minut,Kryminalny,doświadczony,2 opinie,Polska: 435. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,10,10,10,Trudny
435,Noc w muzeum,Stargard,Muzeum Archeologiczno-Historyczne Stargard,2-6 osób,60 minut,Historyczny,eksperci,3 opinie,Polska: 436. miejsce,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,8.5,9,9.5,Bardzo trudny
436,Joker,Bielsko-Biała,HURRY UP,2-5 osób,60 minut,Kryminalny,doświadczony,64 opinie,Polska: 437. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,6.3,9.7,7.1,Trudny
437,Galeria Sztuki,Słupsk,TrapRooms,2-8 osób,60 minut,Przygodowy,początkujący,5 opinii,Polska: 438. miejsce,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,7.8,9.2,7,Średni
438,Kraina Czarów,Giżycko,Pokoje zagadek,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,8 opinii,Polska: 439. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.3,8.9,6.2,Trudny
439,Ekspedycja na Marsa,Warszawa,Team Exit - Pokoje zagadek -Escape Room 24,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,25 opinii,Polska: 440. miejsce,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,5.3,7.6,5.3,Trudny
440,Piwnica dziadka,Gdańsk,Podziemna pułapka,2-4 osoby,60 minut,Abstrakcyjny,początkujący,69 opinii,Polska: 441. miejsce,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,6.4,9,7.2,Średni
441,Statek Kosmiczny,Łódź,Tkalnia Zagadek KIDS,2-7 osób,60 minut,Dla dzieci,początkujący,2 opinie,Polska: 442. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9.1,9.9,10,Łatwy
442,Sherlock - Święty Grall,Szczecin,Escape Room Szczecin,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,4 opinie,Polska: 443. miejsce,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,3.2,2.3,6.5,Trudny
443,Domek pełen emocji,Dębki,Locked Houses,1-4 osoby,60 minut,Przygodowy,brak informacji,2 opinie,Polska: 444. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9.1,10,8.2,Łatwy
444,Magiczny Sklep z Różdżkami,Wisła,Zamek Zagadek,2-8 osób,65 minut,Fantasy,śr. zaawansowani,13 opinii,Polska: 445. miejsce,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,6.6,7.7,7.1,Średni
445,Zaginione Kryształy 2.0,Kraków,Gamescape Kraków,2-5 osób,60 minut,Dla dzieci,na pierwszy raz,1 opinia,Polska: 446. miejsce,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,10,10,10,Łatwy
446,13 Posterunek,Zamość,Escape Room Zamość,2-6 osób,60 minut,Kryminalny,początkujący,1 opinia,Polska: 447. miejsce,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,10,10,10,Średni
447,Przygody Pirata Joe,Białystok,Unlocked - Escape Room,2-4 osoby,60 minut,Przygodowy,początkujący,1 opinia,Polska: 448. miejsce,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,9.0,10,10,Łatwy
448,Outdoor Escape - Magiczny Portal,Kraków,Gamescape Kraków,2-6 osób,150 minut,Dla dzieci,początkujący,1 opinia,Polska: 449. miejsce,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,10,10,10,Łatwy
449,Mały Książę. Sen Pilota,Kluczbork,Escape Room Kluczbork,2-4 osoby,60 minut,Fabularny,śr. zaawansowani,2 opinie,Polska: 450. miejsce,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,6.3,8.4,7.1,Łatwy
450,Gra Miejska - Koziołki,Poznań,Escapelandia,2-6 osób,70 minut,Fabularny,początkujący,1 opinia,Polska: 451. miejsce,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,8.0,10,10,Bardzo łatwy
451,Nawiedzona piwnica,Janów Lubelski,Zoom Natury,2-6 osób,60 minut,Thriller,śr. zaawansowani,1 opinia,Polska: 452. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,8.0,6,6,Średni
452,Gabinet Kristera,Jedlina-Zdrój,Zespół Pałacowo-Hotelowy Jedlinka,2-4 osoby,60 minut,Fabularny,doświadczony,1 opinia,Polska: 453. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,10,10,Trudny
453,Terrorysta. Bomba w Magazynie.,Skierniewice,Gabinety Tajemnic,2-6 osób,60 minut,Kryminalny,śr. zaawansowani,1 opinia,Polska: 454. miejsce,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,8.0,10,7,Średni
454,Histeria,Skierniewice,Gabinety Tajemnic,2-5 osób,60 minut,Thriller,śr. zaawansowani,9 opinii,Polska: 456. miejsce,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,5.6,10,8.2,Bardzo trudny
455,The Mistress,Gdańsk,Escaperooms.pl,2-4 osoby,60 minut,Fabularny,śr. zaawansowani,2 opinie,Polska: 455. miejsce,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,7.2,8.8,9.6,Łatwy
456,Pokój żużlowy,Gorzów Wielkopolski,Open The Lock,2-4 osoby,60 minut,Fabularny,doświadczony,1 opinia,Polska: 457. miejsce,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,7.0,4,7,Średni
457,Kamienie nieskończoności,Tarnów,Trzy Klucze,2-5 osób,60 minut,Fabularny,śr. zaawansowani,4 opinie,Polska: 458. miejsce,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,5.8,9.5,6.3,Średni
458,Saloon,Opole,Escape Room Chata Zagadek,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,1 opinia,Polska: 459. miejsce,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,6.0,10,9,Średni
459,Alicja,Kraków,ExitRoom ™,2-5 osób,60 minut,Fabularny,śr. zaawansowani,1 opinia,Polska: 460. miejsce,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,7.0,9,8,Łatwy
460,Awaria zasilania w Parku Jurajskim,Kraków,Anikino Kraina Zabaw Dziecięcych,4-10 osób,60 minut,Dla dzieci,początkujący,Brak opinii,Polska: 461. miejsce,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,Brakopinii,,,
461,Zdobyć plany Gwiazdy Śmierci,Kraków,Anikino Kraina Zabaw Dziecięcych,4-10 osób,60 minut,Dla dzieci,początkujący,Brak opinii,Polska: 461. miejsce,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,Brakopinii,,,
462,Sala tortur Zygfryda de Löwe,Gierłoż,Mazurolandia,2-7 osób,60 minut,Historyczny,doświadczony,Brak opinii,Polska: 461. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,Brakopinii,,,
463,Tajemnica Jumanji,Kraków,Anikino Kraina Zabaw Dziecięcych,4-10 osób,60 minut,Dla dzieci,na pierwszy raz,Brak opinii,Polska: 461. miejsce,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,Brakopinii,,,
464,"Dawno, dawno temu",Kraków,Anikino Kraina Zabaw Dziecięcych,6-10 osób,60 minut,Dla dzieci,początkujący,Brak opinii,Polska: 461. miejsce,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,Brakopinii,,,
465,Warsaw puzzle tour,Warszawa,Escape Service,8-30 osób,60 minut,Przygodowy,śr. zaawansowani,Brak opinii,Polska: 461. miejsce,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,Brakopinii,,,
466,Piramida,Dębki,Locked Houses,2-4 osoby,60 minut,Przygodowy,śr. zaawansowani,Brak opinii,Polska: 461. miejsce,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,Brakopinii,,,
467,Zbrodnia,Mrągowo,Quady Mrągowo,2-6 osób,60 minut,Kryminalny,śr. zaawansowani,Brak opinii,Polska: 461. miejsce,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,Brakopinii,,,
468,Podróże przez sny,Mrągowo,Quady Mrągowo,2-4 osoby,60 minut,Przygodowy,doświadczony,Brak opinii,Polska: 461. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Brakopinii,,,
469,Laboratorium,Mrągowo,Quady Mrągowo,2-6 osób,80 minut,Dla dzieci,początkujący,Brak opinii,Polska: 461. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,Brakopinii,,,
471,Star Warz. W poszukiwaniu Holokronu.,Skierniewice,Gabinety Tajemnic,1-5 osób,60 minut,Fantasy,początkujący,Brak opinii,Polska: 461. miejsce,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,Brakopinii,,,
472,Łóżko szpitalne,Katowice,Mystery Machinery,2-4 osoby,45 minut,Fabularny,doświadczony,1 opinia,Polska: 434. miejsce,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,9.0,10,9,Trudny
473,Squad Game,Kraków,Gamescape Kraków,2-4 osoby,30 minut,Przygodowy,doświadczony,Brak opinii,Polska: 461. miejsce,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,Brakopinii,,,
474,Sekrety rodziny Montgomery,Tarnów,Trzy Klucze,2-5 osób,60 minut,Thriller,śr. zaawansowani,Brak opinii,Polska: 461. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,Brakopinii,,,
475,Laboratorium szalonego naukowca,Tarnów,Trzy Klucze,2-3 osoby,60 minut,Fabularny,śr. zaawansowani,Brak opinii,Polska: 461. miejsce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,Brakopinii,,,
